item_no,consumption_date,consumption_qty
LAB0001,2006-12-01,101463.0
LAB0001,2006-12-02,116329.0
LAB0001,2006-12-03,132024.0
LAB0001,2006-12-04,128172.0
LAB0001,2006-12-05,108601.0
LAB0001,2006-12-06,97776.0
LAB0001,2006-12-08,117097.0
LAB0001,2006-12-09,89411.0
LAB0001,2006-12-10,0.0
LAB0001,2006-12-11,42570.0
LAB0001,2006-12-12,146847.0
LAB0001,2006-12-13,80860.0
LAB0001,2006-12-14,113704.0
LAB0001,2006-12-15,124514.0
LAB0001,2006-12-16,90444.0
LAB0001,2006-12-17,122095.0
LAB0001,2006-12-20,96082.0
LAB0001,2006-12-21,116317.0
LAB0001,2006-12-22,115073.0
LAB0001,2006-12-23,212814.0
LAB0001,2006-12-24,54.0
LAB0001,2006-12-25,0.0
LAB0001,2006-12-26,137660.0
LAB0001,2006-12-27,96377.0
LAB0001,2006-12-28,126800.0
LAB0001,2006-12-29,110832.0
LAB0001,2006-12-30,115915.0
LAB0001,2006-12-31,75112.0
LAB0001,2007-01-01,0.0
LAB0001,2007-01-02,95456.0
LAB0001,2007-01-04,120889.0
LAB0001,2007-01-05,120096.0
LAB0001,2007-01-06,122414.0
LAB0001,2007-01-07,116765.0
LAB0001,2007-01-08,61829.0
LAB0001,2007-01-09,116212.0
LAB0001,2007-01-10,114365.0
LAB0001,2007-01-11,118740.0
LAB0001,2007-01-12,109053.0
LAB0001,2007-01-13,118526.0
LAB0001,2007-01-14,125924.0
LAB0001,2007-01-15,135977.0
LAB0001,2007-01-16,95820.0
LAB0001,2007-01-17,127867.0
LAB0001,2007-01-18,118531.0
LAB0001,2007-01-19,118992.0
LAB0001,2007-01-21,110645.0
LAB0001,2007-01-22,68930.0
LAB0001,2007-01-23,74750.0
LAB0001,2007-01-24,56410.0
LAB0001,2007-01-25,41235.0
LAB0001,2007-01-26,46187.0
LAB0001,2007-01-27,69028.0
LAB0001,2007-01-28,42820.0
LAB0001,2007-01-29,56888.0
LAB0001,2007-01-30,63061.0
LAB0001,2007-01-31,73480.0
LAB0001,2007-02-01,54282.0
LAB0001,2007-02-03,55145.0
LAB0001,2007-02-04,48311.0
LAB0001,2007-02-05,70838.0
LAB0001,2007-02-06,53616.0
LAB0001,2007-02-07,64028.0
LAB0001,2007-02-08,59635.0
LAB0001,2007-02-09,75407.0
LAB0001,2007-02-10,68965.0
LAB0001,2007-02-11,58442.0
LAB0001,2007-02-12,64938.0
LAB0001,2007-02-13,67336.0
LAB0001,2007-02-14,57958.0
LAB0001,2007-02-15,58551.0
LAB0001,2007-02-16,72709.0
LAB0001,2007-02-17,57550.0
LAB0001,2007-02-18,61701.0
LAB0001,2007-02-19,83088.0
LAB0001,2007-02-20,65557.0
LAB0001,2007-02-21,80289.0
LAB0001,2007-02-22,92098.0
LAB0001,2007-02-23,106613.0
LAB0001,2007-02-24,90616.0
LAB0001,2007-02-25,91269.0
LAB0001,2007-02-26,103827.0
LAB0001,2007-02-28,98813.0
LAB0001,2007-03-01,93907.0
LAB0001,2007-03-02,198805.0
LAB0001,2007-03-03,50.0
LAB0001,2007-03-05,87667.0
LAB0001,2007-03-06,102693.0
LAB0001,2007-03-07,91342.0
LAB0001,2007-03-08,192715.0
LAB0001,2007-03-09,6518.0
LAB0001,2007-03-10,90624.0
LAB0001,2007-03-11,84799.0
LAB0001,2007-03-12,80504.0
LAB0001,2007-03-13,132619.0
LAB0001,2007-03-14,28805.0
LAB0001,2007-03-15,90535.0
LAB0001,2007-03-17,83735.0
LAB0001,2007-03-18,74449.0
LAB0001,2007-03-19,109576.0
LAB0001,2007-03-20,220438.0
LAB0001,2007-03-21,195.0
LAB0001,2007-03-22,60.0
LAB0001,2007-03-23,39826.0
LAB0001,2007-03-24,35061.0
LAB0001,2007-03-25,93625.0
LAB0001,2007-03-27,246695.0
LAB0001,2007-03-28,148962.0
LAB0001,2007-03-29,299166.0
LAB0001,2007-03-31,174025.0
LAB0001,2007-04-01,95932.0
LAB0001,2007-04-02,110180.0
LAB0001,2007-04-03,108748.0
LAB0001,2007-04-04,99515.0
LAB0001,2007-04-05,62578.0
LAB0001,2007-04-06,40.0
LAB0001,2007-04-07,102940.0
LAB0001,2007-04-08,80876.0
LAB0001,2007-04-09,105226.0
LAB0001,2007-04-11,86098.0
LAB0001,2007-04-12,79937.0
LAB0001,2007-04-13,84045.0
LAB0001,2007-04-14,159967.0
LAB0001,2007-04-15,89328.0
LAB0001,2007-04-16,117960.0
LAB0001,2007-04-17,110639.0
LAB0001,2007-04-18,56800.0
LAB0001,2007-04-19,128545.0
LAB0001,2007-04-20,117864.0
LAB0001,2007-04-21,102194.0
LAB0001,2007-04-22,117234.0
LAB0001,2007-04-23,122178.5
LAB0001,2007-04-25,90701.0
LAB0001,2007-04-26,63386.0
LAB0001,2007-04-27,155834.0
LAB0001,2007-04-28,108087.0
LAB0001,2007-04-29,53212.0
LAB0001,2007-04-30,118706.0
LAB0001,2007-05-01,124776.0
LAB0001,2007-05-02,112150.0
LAB0001,2007-05-03,114477.0
LAB0001,2007-05-04,89140.0
LAB0001,2007-05-05,174520.0
LAB0001,2007-05-06,113149.0
LAB0001,2007-05-07,97063.0
LAB0001,2007-05-08,118836.0
LAB0001,2007-05-09,114360.0
LAB0001,2007-05-10,97557.0
LAB0001,2007-05-12,95325.0
LAB0001,2007-05-13,86550.0
LAB0001,2007-05-14,82833.0
LAB0001,2007-05-15,78707.0
LAB0001,2007-05-16,123182.0
LAB0001,2007-05-17,97318.0
LAB0001,2007-05-19,117515.0
LAB0001,2007-05-20,106643.0
LAB0001,2007-05-21,99977.0
LAB0001,2007-05-22,93335.0
LAB0001,2007-05-23,142152.0
LAB0001,2007-05-24,70771.0
LAB0001,2007-05-25,96640.0
LAB0001,2007-05-26,89180.0
LAB0001,2007-05-27,66205.0
LAB0001,2007-05-28,99152.0
LAB0001,2007-05-29,87710.0
LAB0001,2007-05-30,54905.0
LAB0001,2007-05-31,125124.0
LAB0001,2007-06-01,109330.0
LAB0001,2007-06-03,105131.0
LAB0001,2007-06-05,98020.0
LAB0001,2007-06-06,97039.0
LAB0001,2007-06-07,98977.0
LAB0001,2007-06-08,103243.0
LAB0001,2007-06-09,107148.0
LAB0001,2007-06-10,108259.0
LAB0001,2007-06-11,103812.0
LAB0001,2007-06-12,55331.0
LAB0001,2007-06-13,63554.0
LAB0001,2007-06-14,134128.0
LAB0001,2007-06-15,85549.0
LAB0001,2007-06-16,101848.0
LAB0001,2007-06-17,79613.0
LAB0001,2007-06-18,100259.0
LAB0001,2007-06-20,75036.0
LAB0001,2007-06-21,70845.0
LAB0001,2007-06-22,83719.0
LAB0001,2007-06-24,126546.0
LAB0001,2007-06-25,122426.0
LAB0001,2007-06-26,89615.0
LAB0001,2007-06-27,55101.0
LAB0001,2007-06-28,72800.0
LAB0001,2007-06-29,134499.0
LAB0001,2007-06-30,114281.0
LAB0001,2007-07-01,55422.0
LAB0001,2007-07-03,136950.0
LAB0001,2007-07-04,81244.0
LAB0001,2007-07-05,95547.0
LAB0001,2007-07-06,37278.0
LAB0001,2007-07-07,3241.0
LAB0001,2007-07-08,57108.0
LAB0001,2007-07-09,112101.0
LAB0001,2007-07-10,70276.0
LAB0001,2007-07-11,54966.0
LAB0001,2007-07-13,9065.0
LAB0001,2007-07-14,85921.0
LAB0001,2007-07-15,99176.0
LAB0001,2007-07-16,110251.0
LAB0001,2007-07-17,113878.0
LAB0001,2007-07-18,63412.0
LAB0001,2007-07-19,148244.0
LAB0001,2007-07-20,92987.0
LAB0001,2007-07-21,91565.0
LAB0001,2007-07-22,87947.0
LAB0001,2007-07-23,120025.0
LAB0001,2007-07-24,84354.0
LAB0001,2007-07-25,110818.0
LAB0001,2007-07-27,54162.0
LAB0001,2007-07-28,103552.0
LAB0001,2007-07-29,64747.0
LAB0001,2007-07-30,130141.0
LAB0001,2007-07-31,97449.0
LAB0001,2007-08-01,108738.0
LAB0001,2007-08-02,71041.0
LAB0001,2007-08-03,48943.0
LAB0001,2007-08-04,56570.0
LAB0001,2007-08-05,58808.0
LAB0001,2007-08-07,68529.0
LAB0001,2007-08-08,30469.0
LAB0001,2007-08-09,45224.0
LAB0001,2007-08-10,124806.0
LAB0001,2007-08-11,157297.0
LAB0001,2007-08-12,102418.0
LAB0001,2007-08-13,95909.0
LAB0001,2007-08-14,94378.0
LAB0001,2007-08-15,86696.0
LAB0001,2007-08-16,1365.0
LAB0001,2007-08-17,28891.0
LAB0001,2007-08-18,69459.0
LAB0001,2007-08-19,114919.0
LAB0001,2007-08-20,117171.0
LAB0001,2007-08-21,123215.0
LAB0001,2007-08-22,120770.0
LAB0001,2007-08-24,104959.0
LAB0001,2007-08-25,123638.0
LAB0001,2007-08-26,70693.0
LAB0001,2007-08-27,25882.0
LAB0001,2007-08-28,87006.0
LAB0001,2007-08-29,103511.0
LAB0001,2007-08-30,103290.0
LAB0001,2007-08-31,157083.0
LAB0001,2007-09-02,107378.0
LAB0001,2007-09-03,115253.0
LAB0001,2007-09-04,118493.0
LAB0001,2007-09-05,113667.0
LAB0001,2007-09-06,103973.0
LAB0001,2007-09-07,106667.0
LAB0001,2007-09-08,118686.0
LAB0001,2007-09-09,83433.0
LAB0001,2007-09-11,93648.0
LAB0001,2007-09-12,91188.0
LAB0001,2007-09-13,84679.0
LAB0001,2007-09-14,156790.0
LAB0001,2007-09-15,39591.0
LAB0001,2007-09-16,11024.0
LAB0001,2007-09-18,7288.0
LAB0001,2007-09-19,5853.0
LAB0001,2007-09-20,768.0
LAB0001,2007-09-21,47807.0
LAB0001,2007-09-22,22331.0
LAB0001,2007-09-23,62313.0
LAB0001,2007-09-24,99705.0
LAB0001,2007-09-25,109245.0
LAB0001,2007-09-27,143672.0
LAB0001,2007-09-28,58407.0
LAB0001,2007-09-29,39063.0
LAB0001,2007-09-30,46897.0
LAB0001,2007-10-01,56552.0
LAB0001,2007-10-02,80046.0
LAB0001,2007-10-03,173690.0
LAB0001,2007-10-05,46393.0
LAB0001,2007-10-06,95521.0
LAB0001,2007-10-07,137167.0
LAB0001,2007-10-08,122902.0
LAB0001,2007-10-09,76327.0
LAB0001,2007-10-10,136187.0
LAB0001,2007-10-11,113418.0
LAB0001,2007-10-12,129625.0
LAB0001,2007-10-13,140788.0
LAB0001,2007-10-14,130714.0
LAB0001,2007-10-16,123744.0
LAB0001,2007-10-17,125030.0
LAB0001,2007-10-18,127844.0
LAB0001,2007-10-19,105493.0
LAB0001,2007-10-20,106238.0
LAB0001,2007-10-21,99376.0
LAB0001,2007-10-22,121328.0
LAB0001,2007-10-24,17510.0
LAB0001,2007-10-25,43516.0
LAB0001,2007-10-26,106760.0
LAB0001,2007-10-27,179301.0
LAB0001,2007-10-28,71108.0
LAB0001,2007-10-29,62101.0
