item_no,po_no,order_date,qty_ordered,qty_received,has_rcpt,open_qty,days_since_order,is_stale
ENG0023,SMPO-034236,2011-03-02,793.0,793,True,0.0,5592,False
ENG0023,SMPO-042549,2012-01-19,300.0,300,True,0.0,5269,False
ENG0023,SMPO-046141,2012-05-24,500.0,500,True,0.0,5143,False
ENG0023,SMPO-046338,2012-06-01,500.0,500,True,0.0,5135,False
ENG0023,SMPO-046665,2012-06-14,500.0,500,True,0.0,5122,False
ENG0023,SMPO-051210,2012-12-13,500.0,500,True,0.0,4940,False
ENG0023,SMPO-057407,2013-12-10,200.0,200,True,0.0,4578,False
ENG0023,SMPO-060866,2014-09-18,500.0,500,True,0.0,4296,False
ENG0023,SMPO-069140,2016-05-18,500.0,500,True,0.0,3688,False
ENG0023,SMPO-076255,2017-07-25,685.0,685,True,0.0,3255,False
ENG0023,SMPO-079452,2018-01-23,500.0,500,True,0.0,3073,False
ENG0023,SMPO-082526,2018-07-02,155.0,155,True,0.0,2913,False
ENG0023,SMPO-083353,2018-08-06,155.0,155,True,0.0,2878,False
ENG0023,SMPO-087824,2019-06-20,300.0,300,True,0.0,2560,False
ENG0023,SMPO-089111,2019-10-15,1320.0,1320,True,0.0,2443,False
ENG0023,SMPO-090217,2020-02-12,1231.0,1231,True,0.0,2323,False
ENG0023,SMPO-092002,2020-09-22,1000.0,1000,True,0.0,2100,False
ENG0023,SMPO-093216,2021-02-11,1000.0,1000,True,0.0,1958,False
ENG0023,SMPO-094471,2021-07-02,1000.0,1000,True,0.0,1817,False
ENG0023,SMPO-095502,2021-11-03,3000.0,3000,True,0.0,1693,False
ENG0023,SMPO-098282,2022-10-12,2000.0,2000,True,0.0,1350,False
ENG0023,SMPO-099111,2023-02-07,1000.0,1000,True,0.0,1232,False
ENG0023,SMPO-099163,2023-02-15,157.0,157,True,0.0,1224,False
ENG0023,SMPO-100118,2023-06-16,500.0,500,True,0.0,1103,False
ENG0023,SMPO-101312,2023-12-01,1000.0,1000,True,0.0,935,False
ENG0023,SMPO-101419,2023-12-14,1200.0,1200,True,0.0,922,False
ENG0023,SMPO-101864,2024-02-15,500.0,500,True,0.0,859,False
ENG0023,SMPO-102123,2024-03-21,50.0,50,True,0.0,824,False
ENG0023,SMPO-104469,2024-12-04,784.0,784,True,0.0,566,False
ENG0023,SMPO-106266,2025-06-26,300.0,300,True,0.0,362,False
ENG0023,SMPO-106839,2025-09-11,200.0,200,True,0.0,285,False
ENG0023,SMPO-107098,2025-10-20,100.0,100,True,0.0,246,False
ENG0023,SMPO-107286,2025-11-25,350.0,350,True,0.0,210,False
ENG0023,SMPO-107684,2026-03-05,150.0,150,True,0.0,110,False
ENG0023,SMPO-107683,2026-03-05,150.0,0,True,150.0,110,False
ENG0044,KPO-000051,2017-08-18,3.0,3,True,0.0,3231,False
ENG0044,KPO-000323,2018-02-24,10.0,10,True,0.0,3041,False
ENG0044,KPO-000514,2018-05-26,3.0,3,True,0.0,2950,False
ENG0044,KPO-000738,2018-10-05,17.0,17,True,0.0,2818,False
ENG0044,KPO-001330,2019-07-16,12.0,12,True,0.0,2534,False
ENG0044,KPO-001450,2019-10-19,8.0,8,True,0.0,2439,False
ENG0044,KPO-001465,2019-11-18,4.0,4,True,0.0,2409,False
ENG0044,KPO-002326,2023-10-19,10.0,10,True,0.0,978,False
ENG0044,KPO-001526,2020-03-05,30.0,30,True,0.0,2301,False
ENG0044,KPO-001605,2021-03-18,20.0,20,True,0.0,1923,False
ENG0044,KPO-002697,2025-03-05,8.0,8,True,0.0,475,False
ENG0006,KPO-000020,2017-09-13,7.0,7,True,0.0,3205,False
ENG0006,KPO-000104,2017-09-01,4.0,4,True,0.0,3217,False
ENG0006,KPO-000291,2018-02-13,20.0,20,True,0.0,3052,False
ENG0006,KPO-000381,2018-03-26,12.0,12,True,0.0,3011,False
ENG0006,KPO-000441,2018-04-30,24.0,24,True,0.0,2976,False
ENG0006,KPO-000763,2018-10-13,31.0,31,True,0.0,2810,False
ENG0006,KPO-001573,2020-10-21,8.0,8,True,0.0,2071,False
ENG0006,KPO-001626,2021-04-21,56.0,56,True,0.0,1889,False
ENG0006,KPO-001633,2021-06-19,112.0,112,True,0.0,1830,False
ENG0006,KPO-001634,2021-06-19,30.0,30,True,0.0,1830,False
ENG0006,KPO-001663,2022-01-13,44.0,44,True,0.0,1622,False
ENG0006,KPO-001768,2022-05-31,20.0,20,True,0.0,1484,False
ENG0006,KPO-001845,2022-07-21,64.0,64,True,0.0,1433,False
ENG0006,KPO-001909,2022-09-26,22.0,22,True,0.0,1366,False
ENG0006,KPO-002012,2022-12-15,16.0,16,True,0.0,1286,False
ENG0006,KPO-002110,2023-02-24,32.0,32,True,0.0,1215,False
ENG0006,KPO-002176,2023-04-18,22.0,22,True,0.0,1162,False
ENG0006,KPO-002376,2024-02-06,20.0,20,True,0.0,868,False
ENG0006,KPO-001103,2019-04-06,14.0,14,True,0.0,2635,False
ENG0006,KPO-001120,2019-04-13,11.0,9,True,2.0,2628,True
ENG0006,KPO-001527,2020-03-07,53.0,53,True,0.0,2299,False
ENG0006,KPO-001595,2021-03-13,14.0,14,True,0.0,1928,False
ENG0006,KPO-002684,2025-02-08,12.0,12,True,0.0,500,False
ENG0006,KPO-002739,2025-05-03,24.0,24,True,0.0,416,False
ENG0006,KPO-002858,2025-09-05,8.0,8,True,0.0,291,False
ENG0006,KPO-002888,2025-09-23,24.0,24,True,0.0,273,False
ENG0006,KPO-003000,2025-12-15,16.0,0,True,16.0,190,False
ENG0035,SMFPO-007831,2011-02-25,2000.0,2000,True,0.0,5597,False
ENG0035,SMFPO-008442,2011-06-13,5000.0,5000,True,0.0,5489,False
ENG0035,SMFPO-010505,2012-05-31,3000.0,3000,True,0.0,5136,False
ENG0035,SMFPO-020292,2018-07-02,5000.0,5000,True,0.0,2913,False
ENG0035,SMFPO-021557,2019-03-05,5000.0,5000,True,0.0,2667,False
ENG0035,SMFPO-022327,2019-10-18,5000.0,5000,True,0.0,2440,False
ENG0035,SMFPO-023114,2020-12-15,10000.0,10000,True,0.0,2016,False
ENG0035,SMFPO-024250,2022-10-13,1000.0,1000,True,0.0,1349,False
ENG0035,SMFPO-024703,2023-05-31,10000.0,10000,True,0.0,1119,False
ENG0035,SMFPO-025366,2024-05-31,10000.0,10000,True,0.0,753,False
ENG0035,SMPO-000082,2005-06-22,1000.0,1000,True,0.0,7671,False
ENG0035,SMPO-000093,2005-06-23,1000.0,1000,True,0.0,7670,False
ENG0035,SMFPO-003806,2008-05-22,100.0,100,True,0.0,6606,False
ENG0030,SMFPO-004723,2009-02-19,4.0,4,True,0.0,6333,False
ENG0030,SMFPO-012218,2013-05-23,1.0,1,True,0.0,4779,False
ENG0030,SMFPO-013171,2014-01-24,2.0,2,True,0.0,4533,False
ENG0030,SMFPO-017117,2016-10-29,4.0,4,True,0.0,3524,False
ENG0030,SMFPO-017224,2016-11-29,4.0,4,True,0.0,3493,False
ENG0030,SMFPO-017406,2017-01-20,2.0,2,True,0.0,3441,False
ENG0030,SMFPO-019316,2018-01-30,4.0,4,True,0.0,3066,False
ENG0030,SMFPO-020458,2018-07-28,3.0,3,True,0.0,2887,False
ENG0030,SMFPO-020657,2018-08-25,5.0,5,True,0.0,2859,False
ENG0030,SMFPO-020918,2018-09-28,5.0,5,True,0.0,2825,False
ENG0030,SMFPO-022369,2019-10-30,5.0,5,True,0.0,2428,False
ENG0030,SMFPO-022496,2020-01-16,3.0,3,True,0.0,2350,False
ENG0030,SMFPO-022850,2020-07-22,4.0,4,True,0.0,2162,False
ENG0030,SMFPO-023386,2021-05-06,10.0,10,True,0.0,1874,False
ENG0030,SMFPO-026351,2025-07-24,5.0,5,True,0.0,334,False
ENG0030,SMPO-057322,2013-12-04,6.0,6,True,0.0,4584,False
ENG0030,SMPO-064789,2015-07-28,8.0,8,True,0.0,3983,False
ENG0030,SMPO-073552,2017-02-15,2.0,2,True,0.0,3415,False
ENG0030,SMPO-083286,2018-08-02,4.0,4,True,0.0,2882,False
ENG0030,SMPO-090422,2020-03-03,4.0,4,True,0.0,2303,False
ENG0030,SMPO-092557,2020-11-25,2.0,2,True,0.0,2036,False
ENG0030,SMPO-093343,2021-02-26,2.0,2,True,0.0,1943,False
ENG0030,SMPO-096736,2022-04-04,6.0,6,True,0.0,1541,False
ENG0030,SMPO-097682,2022-07-28,16.0,16,True,0.0,1426,False
ENG0030,SMPO-098428,2022-11-02,2.0,2,True,0.0,1329,False
ENG0030,SMPO-098522,2022-11-14,6.0,6,True,0.0,1317,False
ENG0030,SMPO-098810,2023-01-04,4.0,4,True,0.0,1266,False
ENG0030,SMPO-098865,2023-01-12,8.0,8,True,0.0,1258,False
ENG0030,SMPO-100360,2023-07-16,12.0,12,True,0.0,1073,False
ENG0030,SMPO-100948,2023-09-29,12.0,12,True,0.0,998,False
ENG0030,SMPO-101148,2023-10-31,12.0,12,True,0.0,966,False
ENG0030,SMPO-104956,2025-02-03,4.0,4,True,0.0,505,False
ENG0030,SMPO-105734,2025-04-25,2.0,2,True,0.0,424,False
ENG0030,SMPO-106219,2025-06-23,3.0,3,True,0.0,365,False
ENG0030,SMPO-106957,2025-09-26,5.0,5,True,0.0,270,False
ENG0030,SMFPO-026919,2026-06-03,2.0,0,True,2.0,20,False
ENG0041,SMPO-023589,2009-06-27,200.0,200,True,0.0,6205,False
ENG0041,SMPO-026125,2010-01-06,200.0,200,True,0.0,6012,False
ENG0041,SMPO-030967,2010-09-13,100.0,100,True,0.0,5762,False
ENG0041,SMPO-035148,2011-04-12,100.0,100,True,0.0,5551,False
ENG0041,SMPO-038982,2011-08-23,300.0,300,True,0.0,5418,False
ENG0041,SMPO-048527,2012-08-31,300.0,300,True,0.0,5044,False
ENG0041,SMPO-053386,2013-03-12,200.0,200,True,0.0,4851,False
ENG0041,SMPO-057597,2014-01-06,200.0,200,True,0.0,4551,False
ENG0041,SMPO-059703,2014-06-24,150.0,150,True,0.0,4382,False
ENG0041,SMPO-062688,2015-02-23,200.0,200,True,0.0,4138,False
ENG0041,SMPO-065185,2015-08-22,150.0,150,True,0.0,3958,False
ENG0041,SMPO-069789,2016-06-29,200.0,200,True,0.0,3646,False
ENG0041,SMPO-070137,2016-07-20,250.0,250,True,0.0,3625,False
ENG0041,SMPO-071106,2016-09-15,500.0,500,True,0.0,3568,False
ENG0041,SMPO-074830,2017-05-09,20.0,20,True,0.0,3332,False
ENG0041,SMPO-075255,2017-05-31,250.0,250,True,0.0,3310,False
ENG0041,SMPO-088545,2019-08-22,100.0,100,True,0.0,2497,False
ENG0041,SMPO-089493,2019-11-18,300.0,300,True,0.0,2409,False
ENG0041,SMPO-092649,2020-12-07,200.0,200,True,0.0,2024,False
ENG0041,SMPO-095272,2021-10-07,73.0,73,True,0.0,1720,False
ENG0041,SMPO-098934,2023-01-23,160.0,160,True,0.0,1247,False
ENG0041,SMPO-099718,2023-04-18,300.0,300,True,0.0,1162,False
ENG0031,SMFPO-004958,2009-04-14,250.0,250,True,0.0,6279,False
ENG0031,SMFPO-005279,2009-07-22,513.0,513,True,0.0,6180,False
ENG0031,SMFPO-011213,2012-10-20,1600.0,1600,True,0.0,4994,False
ENG0031,SMFPO-013931,2014-08-04,500.0,500,True,0.0,4341,False
ENG0031,SMFPO-022901,2020-08-04,2000.0,2000,True,0.0,2149,False
ENG0031,SMFPO-023226,2021-02-16,1000.0,1000,True,0.0,1953,False
ENG0031,SMFPO-023644,2021-09-28,1500.0,1500,True,0.0,1729,False
ENG0031,SMFPO-024309,2022-11-25,2000.0,2000,True,0.0,1306,False
ENG0031,SMFPO-025334,2024-05-20,1000.0,1000,True,0.0,764,False
ENG0031,SMFPO-025772,2024-11-18,1000.0,1000,True,0.0,582,False
ENG0031,SMFPO-026454,2025-09-23,1000.0,1000,True,0.0,273,False
ENG0022,SMFPO-005515,2009-10-13,6.0,6,True,0.0,6097,False
ENG0022,SMFPO-005741,2009-12-15,24.0,24,True,0.0,6034,False
ENG0022,SMFPO-014348,2014-12-02,50.0,50,True,0.0,4221,False
ENG0022,SMFPO-020791,2018-09-13,30.0,30,True,0.0,2840,False
ENG0022,SMFPO-024543,2023-03-14,30.0,30,True,0.0,1197,False
ENG0022,SMFPO-025609,2024-09-16,30.0,30,True,0.0,645,False
ENG0022,SMFPO-025961,2025-02-17,40.0,40,True,0.0,491,False
ENG0022,SMFPO-007357,2010-11-25,24.0,24,True,0.0,5689,False
ENG0022,SMFPO-007995,2011-03-28,12.0,0,True,12.0,5566,True
ENG0022,SMFPO-009949,2012-02-17,12.0,12,True,0.0,5240,False
ENG0022,SMFPO-013399,2014-03-05,50.0,50,True,0.0,4493,False
ENG0022,SMFPO-018492,2017-08-16,40.0,40,True,0.0,3233,False
ENG0022,SMFPO-022582,2020-02-29,60.0,60,True,0.0,2306,False
ENG0022,SMFPO-023060,2020-11-04,30.0,30,True,0.0,2057,False
ENG0022,SMFPO-026515,2025-11-05,40.0,40,True,0.0,230,False
ENG0027,SMFPO-006494,2010-06-10,2.0,2,True,0.0,5857,False
ENG0027,SMFPO-008383,2011-06-04,2.0,2,True,0.0,5498,False
ENG0027,SMFPO-011217,2012-10-20,1.0,1,True,0.0,4994,False
ENG0027,SMFPO-015450,2015-08-18,6.0,6,True,0.0,3962,False
ENG0027,SMFPO-016989,2016-10-04,6.0,6,True,0.0,3549,False
ENG0027,SMFPO-017564,2017-02-14,4.0,4,True,0.0,3416,False
ENG0027,SMFPO-019316,2018-01-30,5.0,5,True,0.0,3066,False
ENG0027,SMFPO-023401,2021-05-14,4.0,4,True,0.0,1866,False
ENG0027,SMFPO-023984,2022-05-31,4.0,4,True,0.0,1484,False
ENG0027,SMFPO-024317,2022-11-29,10.0,10,True,0.0,1302,False
ENG0027,SMFPO-026398,2025-08-22,10.0,10,True,0.0,305,False
ENG0027,SMPO-028962,2010-06-07,2.0,2,True,0.0,5860,False
ENG0027,SMPO-092721,2020-12-16,5.0,5,True,0.0,2015,False
ENG0027,SMPO-100733,2023-08-31,15.0,15,True,0.0,1027,False
ENG0027,SMPO-103296,2024-07-16,10.0,10,True,0.0,707,False
ENG0027,SMPO-106490,2025-07-30,12.0,12,True,0.0,328,False
ENG0027,SMPO-074623,2017-04-24,6.0,6,True,0.0,3347,False
ENG0026,KPO-000458,2018-05-07,2.0,2,True,0.0,2969,False
ENG0026,KPO-000695,2018-09-13,3.0,3,True,0.0,2840,False
ENG0026,KPO-000873,2018-11-24,2.0,2,True,0.0,2768,False
ENG0026,KPO-001136,2019-04-15,1.0,1,True,0.0,2626,False
ENG0026,KPO-001575,2020-10-22,1.0,1,True,0.0,2070,False
ENG0026,KPO-002374,2024-02-06,4.0,4,True,0.0,868,False
ENG0026,KPO-002514,2024-08-10,4.0,4,True,0.0,682,False
ENG0026,SMPO-027765,2010-04-05,2.0,2,True,0.0,5923,False
ENG0026,SMPO-027865,2010-04-12,4.0,4,True,0.0,5916,False
ENG0026,SMPO-032462,2010-12-06,10.0,10,True,0.0,5678,False
ENG0026,KPO-001533,2020-03-12,4.0,4,True,0.0,2294,False
ENG0026,KPO-001613,2021-03-23,7.0,7,True,0.0,1918,False
ENG0026,KPO-002682,2025-02-08,6.0,6,True,0.0,500,False
ENG0026,KPO-002685,2025-02-08,2.0,2,True,0.0,500,False
ENG0026,KPO-002777,2025-06-13,1.0,1,True,0.0,375,False
ENG0036,SMFPO-012400,2013-07-04,10.0,10,True,0.0,4737,False
ENG0036,SMFPO-016015,2016-02-03,10.0,10,True,0.0,3793,False
ENG0036,SMFPO-018763,2017-10-05,10.0,10,True,0.0,3183,False
ENG0036,SMFPO-022760,2020-05-28,10.0,10,True,0.0,2217,False
ENG0036,SMFPO-023498,2021-07-05,10.0,10,True,0.0,1814,False
ENG0036,SMFPO-024848,2023-08-25,10.0,10,True,0.0,1033,False
ENG0036,SMFPO-026299,2025-06-26,20.0,20,True,0.0,362,False
ENG0025,KPO-001262,2019-06-13,34.0,34,True,0.0,2567,False
ENG0025,KPO-001276,2019-06-14,28.0,28,True,0.0,2566,False
ENG0025,KPO-001352,2019-07-29,16.0,16,True,0.0,2521,False
ENG0025,KPO-001502,2020-01-21,86.0,86,True,0.0,2345,False
ENG0025,KPO-001626,2021-04-21,60.0,60,True,0.0,1889,False
ENG0025,KPO-001672,2022-01-15,136.0,136,True,0.0,1620,False
ENG0025,KPO-001917,2022-10-10,120.0,120,True,0.0,1352,False
ENG0025,KPO-001921,2022-10-11,200.0,200,True,0.0,1351,False
ENG0025,KPO-002178,2023-04-26,300.0,300,True,0.0,1154,False
ENG0025,KPO-002270,2023-07-15,20.0,20,True,0.0,1074,False
ENG0025,KPO-002306,2023-09-19,80.0,80,True,0.0,1008,False
ENG0025,KPO-002352,2023-11-28,200.0,200,True,0.0,938,False
ENG0025,KPO-002365,2023-12-07,20.0,20,True,0.0,929,False
ENG0025,KPO-002379,2024-02-07,500.0,500,True,0.0,867,False
ENG0025,KPO-002470,2024-06-04,80.0,80,True,0.0,749,False
ENG0025,KPO-002527,2024-08-16,528.0,528,True,0.0,676,False
ENG0025,KPO-002561,2024-09-23,350.0,350,True,0.0,638,False
ENG0025,KPO-001527,2020-03-07,82.0,82,True,0.0,2299,False
