lead_time_id,item_no,pr_date,po_date,rcpt_date,pr_to_rcpt_lead_time_days,po_to_rcpt_lead_time_days
385,LAB0003,2024-11-18,2025-01-02,2026-04-21,519,474
386,LAB0003,2025-04-08,2025-07-23,2026-06-18,436,330
387,LAB0003,2025-11-27,2025-12-12,2026-02-24,89,74
388,LAB0003,2026-02-26,2026-03-26,2026-06-18,112,84
434,LAB0016,2019-12-28,2020-01-09,2020-01-18,21,9
435,LAB0016,2020-09-02,2020-09-07,2020-09-09,7,2
436,LAB0016,2020-10-22,2020-10-23,2020-10-24,2,1
437,LAB0016,2020-11-06,2020-12-09,2020-12-12,36,3
438,LAB0016,2021-01-19,2021-01-23,2021-01-26,7,3
439,LAB0016,2021-03-02,2021-03-08,2021-03-17,15,9
440,LAB0016,2021-04-08,2021-04-13,2021-05-04,26,21
441,LAB0016,2021-05-07,2021-05-17,2021-06-17,41,31
442,LAB0016,2021-06-14,2021-06-28,2021-07-15,31,17
443,LAB0016,2021-07-23,2021-08-19,2021-08-20,28,1
444,LAB0016,2021-09-21,2021-10-05,2021-10-12,21,7
445,LAB0016,2022-02-04,2022-02-10,2022-02-16,12,6
446,LAB0016,2022-04-01,2022-04-19,2022-04-25,24,6
447,LAB0016,2022-05-28,2022-06-17,2022-06-21,24,4
448,LAB0016,2022-08-05,2022-08-19,2022-08-23,18,4
449,LAB0016,2022-10-13,2022-10-25,2022-10-26,13,1
450,LAB0016,2022-11-28,2022-12-28,2022-12-29,31,1
451,LAB0016,2022-11-29,2023-01-12,2023-01-16,48,4
452,LAB0016,2023-02-02,2023-03-01,2023-03-06,32,5
453,LAB0016,2023-05-29,2023-06-27,2023-06-29,31,2
454,LAB0016,2023-10-18,2023-10-26,2023-10-31,13,5
455,LAB0016,2023-11-28,2023-12-21,2023-12-23,25,2
456,LAB0016,2024-01-08,2024-01-29,2024-02-09,32,11
457,LAB0016,2024-05-17,2024-05-23,2024-06-05,19,13
458,LAB0016,2024-06-26,2024-07-15,2024-07-23,27,8
459,LAB0016,2024-08-15,2024-09-25,2024-09-26,42,1
460,LAB0016,2024-10-18,2024-11-15,2024-11-21,34,6
461,LAB0016,2025-02-07,2025-03-04,2025-03-06,27,2
462,LAB0016,2025-03-18,2025-04-24,2025-04-30,43,6
463,LAB0016,2025-05-06,2025-05-29,2025-06-03,28,5
464,LAB0016,2026-04-17,2026-04-24,2026-05-02,15,8
524,LAB0005,2019-05-28,2020-04-20,2020-11-28,550,222
525,LAB0005,2020-01-09,2020-01-24,2020-07-30,203,188
526,LAB0005,2020-01-09,2020-05-08,2020-08-01,205,85
527,LAB0005,2020-03-26,2020-04-20,2020-04-28,33,8
528,LAB0005,2020-06-08,2020-06-26,2021-07-08,395,377
529,LAB0005,2020-11-04,2021-02-09,2021-08-19,288,191
530,LAB0005,2021-05-08,2021-05-27,2024-01-16,983,964
531,LAB0005,2022-09-24,2022-11-08,2023-02-02,131,86
532,LAB0005,2022-09-24,2023-01-20,2023-05-25,243,125
533,LAB0005,2022-12-28,2023-02-14,2023-05-25,148,100
534,LAB0005,2023-02-02,2023-03-08,2023-10-14,254,220
535,LAB0005,2023-02-27,2023-04-05,2023-09-14,199,162
536,LAB0005,2023-03-31,2023-05-22,2024-05-09,405,353
537,LAB0005,2023-11-29,2023-12-22,2024-07-23,237,214
538,LAB0005,2024-03-08,2024-05-14,2025-04-16,404,337
539,LAB0005,2024-11-18,2025-01-02,2026-04-21,519,474
540,LAB0005,2025-04-08,2025-07-23,2026-06-18,436,330
541,LAB0005,2026-02-26,2026-03-26,2026-06-18,112,84
1893,LAB0008,2021-02-02,2021-03-04,2022-03-05,396,366
1894,LAB0008,2022-04-02,2022-04-26,2022-08-24,144,120
1895,LAB0008,2022-05-30,2022-06-08,2022-10-24,147,138
1896,LAB0008,2023-05-29,2023-08-15,2024-06-29,397,319
1897,LAB0008,2023-08-07,2024-02-02,2024-02-08,185,6
1898,LAB0008,2024-03-28,2024-04-24,2024-07-16,110,83
2842,LAB0032,2021-04-16,2021-07-07,2021-12-20,248,166
2843,LAB0032,2021-04-16,2021-06-10,2021-07-21,96,41
2844,LAB0032,2022-07-27,2022-09-30,2023-07-12,350,285
2845,LAB0032,2022-07-27,2022-09-30,2023-03-31,247,182
2846,LAB0032,2023-02-17,2023-07-06,2024-01-13,330,191
2847,LAB0032,2023-11-09,2024-03-12,2024-11-08,365,241
2848,LAB0032,2024-04-26,2024-06-18,2024-11-08,196,143
2849,LAB0032,2024-04-26,2024-06-13,2024-07-29,94,46
2850,LAB0032,2024-07-29,2024-08-02,2024-08-31,33,29
2851,LAB0032,2024-08-06,2024-09-19,2025-05-29,296,252
2852,LAB0032,2025-01-20,2025-03-14,2025-09-01,224,171
2853,LAB0032,2025-06-05,2025-07-23,2025-08-26,82,34
2854,LAB0032,2025-07-23,2025-08-19,2026-03-13,233,206
5519,LAB0025,2019-12-21,2020-01-10,2020-08-14,237,217
5520,LAB0025,2020-02-01,2020-06-08,2021-04-23,447,319
5521,LAB0025,2020-02-05,2020-05-07,2022-02-25,751,659
5522,LAB0025,2020-10-08,2020-11-04,2021-05-27,231,204
5523,LAB0025,2021-03-25,2021-04-16,2021-09-21,180,158
5524,LAB0025,2022-02-22,2022-05-31,2023-01-05,317,219
5525,LAB0025,2022-12-11,2023-02-16,2023-07-27,228,161
5526,LAB0025,2022-12-12,2023-02-16,2023-12-07,360,294
5527,LAB0025,2023-09-27,2023-11-10,2024-03-12,167,123
5528,LAB0025,2023-10-03,2023-11-21,2024-10-02,365,316
5529,LAB0025,2025-07-27,2025-09-05,2026-05-12,289,249
5548,LAB0010,2020-03-10,2020-04-03,2020-07-24,136,112
5549,LAB0010,2020-05-25,2020-06-08,2020-12-28,217,203
5550,LAB0010,2024-11-28,2024-12-19,2025-01-29,62,41
5551,LAB0010,2025-05-15,2025-07-11,2025-09-05,113,56
10489,LAB0039,2020-07-01,2020-07-22,2021-01-08,191,170
10490,LAB0039,2021-03-03,2021-03-31,2021-07-28,147,119
10491,LAB0039,2021-12-22,2022-02-03,2022-03-02,70,27
10492,LAB0039,2022-06-17,2022-07-27,2023-01-27,224,184
10493,LAB0039,2023-05-15,2023-06-27,2023-10-18,156,113
10494,LAB0039,2025-02-14,2025-02-28,2025-05-28,103,89
10495,LAB0039,2026-02-24,2026-04-21,2026-06-03,99,43
11056,LAB0013,2019-12-19,2020-01-21,2020-08-22,247,214
11057,LAB0013,2020-02-09,2020-03-05,2020-08-24,197,172
11058,LAB0013,2020-02-09,2020-10-08,2021-07-29,536,294
11059,LAB0013,2021-02-09,2021-02-24,2022-12-07,666,651
11060,LAB0013,2023-01-16,2023-02-22,2023-06-29,164,127
11061,LAB0013,2023-02-09,2023-02-24,2023-08-28,200,185
11062,LAB0013,2023-09-14,2023-10-03,2024-03-19,187,168
11063,LAB0013,2025-04-07,2025-05-03,2025-10-23,199,173
11064,LAB0013,2025-05-28,2025-06-05,2025-11-18,174,166
11065,LAB0013,2025-06-10,2025-06-20,2025-12-12,185,175
11066,LAB0013,2025-07-26,2025-08-08,2025-12-12,139,126
11067,LAB0013,2025-09-02,2025-09-04,2025-09-15,13,11
11068,LAB0013,2025-09-22,2025-10-07,2026-03-18,177,162
11069,LAB0013,2025-11-12,2025-12-13,2026-04-22,161,130
11070,LAB0013,2025-12-09,2026-02-24,2026-06-15,188,111
11435,LAB0037,2020-02-09,2020-04-27,2021-01-08,334,256
11436,LAB0037,2022-03-29,2022-05-23,2023-02-10,318,263
11437,LAB0037,2023-02-09,2023-02-20,2023-11-18,282,271
11438,LAB0037,2023-11-06,2023-12-06,2024-10-07,336,306
15504,LAB0015,2019-12-09,2020-01-08,2020-02-18,71,41
15505,LAB0015,2020-09-02,2020-09-22,2020-11-07,66,46
15506,LAB0015,2020-09-24,2020-10-29,2020-12-01,68,33
15507,LAB0015,2020-10-02,2020-10-15,2020-11-10,39,26
15508,LAB0015,2021-01-08,2021-02-23,2021-12-11,337,291
15509,LAB0015,2022-07-30,2022-09-06,2022-10-13,75,37
15510,LAB0015,2022-11-25,2022-12-21,2023-02-17,84,58
15511,LAB0015,2023-04-26,2023-05-23,2023-06-22,57,30
15512,LAB0015,2023-09-18,2023-10-16,2023-11-29,72,44
15513,LAB0015,2024-01-06,2024-03-21,2024-04-29,114,39
15514,LAB0015,2024-04-29,2024-05-16,2024-06-12,44,27
15515,LAB0015,2024-09-18,2024-10-21,2024-11-18,61,28
15516,LAB0015,2024-12-16,2024-12-27,2025-01-29,44,33
16642,LAB0028,2019-12-19,2020-01-14,2021-04-23,491,465
16643,LAB0028,2020-02-05,2020-03-03,2022-04-21,806,779
16644,LAB0028,2021-02-10,2021-03-12,2022-08-18,554,524
16645,LAB0028,2021-11-25,2022-01-15,2022-08-08,256,205
16646,LAB0028,2022-04-28,2022-05-31,2023-04-10,347,314
16647,LAB0028,2022-12-10,2023-01-20,2023-06-29,201,160
16648,LAB0028,2023-02-28,2023-03-16,2023-12-08,283,267
16649,LAB0028,2023-09-15,2023-10-03,2024-03-14,181,163
16650,LAB0028,2024-06-18,2024-06-27,2024-12-09,174,165
16651,LAB0028,2024-07-10,2024-08-14,2025-02-28,233,198
16652,LAB0028,2024-09-18,2024-10-02,2025-04-24,218,204
16653,LAB0028,2025-01-27,2025-02-07,2025-07-05,159,148
16654,LAB0028,2025-03-07,2025-03-28,2025-12-02,270,249
16655,LAB0028,2025-05-07,2025-05-20,2025-12-02,209,196
16656,LAB0028,2025-06-10,2025-06-20,2025-12-12,185,175
16657,LAB0028,2025-07-28,2025-08-13,2026-02-10,197,181
16658,LAB0028,2025-10-05,2025-10-20,2026-04-09,186,171
16981,LAB0038,2022-05-18,2022-07-12,2023-09-30,500,445
16982,LAB0038,2024-01-18,2024-04-05,2025-06-13,512,434
16983,LAB0038,2025-01-06,2025-01-23,2025-06-09,154,137
18060,LAB0012,2020-02-09,2020-03-12,2022-01-11,702,670
18061,LAB0012,2021-01-04,2021-01-12,2021-02-03,30,22
18062,LAB0012,2021-02-10,2021-03-15,2022-01-28,352,319
18063,LAB0012,2021-05-07,2021-05-28,2021-08-16,101,80
18064,LAB0012,2021-11-25,2022-01-19,2022-07-17,234,179
18065,LAB0012,2023-03-06,2023-04-18,2023-11-07,246,203
18066,LAB0012,2023-05-10,2023-06-14,2023-12-16,220,185
18067,LAB0012,2023-05-25,2023-06-15,2023-10-31,159,138
18068,LAB0012,2023-09-06,2023-11-21,2024-06-30,298,222
18069,LAB0012,2023-09-19,2023-10-16,2024-08-07,323,296
18070,LAB0012,2025-02-03,2025-02-28,2025-10-30,269,244
18071,LAB0012,2025-07-07,2025-08-06,2025-10-31,116,86
18072,LAB0012,2025-08-25,2025-09-22,2026-03-04,191,163
18073,LAB0012,2025-10-09,2025-10-20,2026-03-20,162,151
18808,LAB0006,2019-12-17,2020-02-04,2020-07-24,220,171
18809,LAB0006,2020-07-08,2020-07-27,2020-10-29,113,94
18810,LAB0006,2021-01-20,2021-02-11,2021-08-16,208,186
18811,LAB0006,2021-05-20,2021-06-17,2021-12-02,196,168
18812,LAB0006,2022-12-11,2023-01-11,2023-01-28,48,17
18813,LAB0006,2024-06-15,2024-07-16,2024-08-02,48,17
18814,LAB0006,2025-05-05,2025-05-16,2025-07-02,58,47
19086,LAB0023,2020-02-04,2020-03-19,2023-01-25,1086,1042
19087,LAB0023,2020-10-08,2020-11-09,2022-05-07,576,544
19390,LAB0045,2020-01-13,2020-01-30,2020-10-17,278,261
19391,LAB0045,2021-04-07,2021-06-03,2021-09-07,153,96
19392,LAB0045,2021-11-13,2022-01-06,2022-05-18,186,132
19393,LAB0045,2022-09-17,2022-10-07,2023-06-08,264,244
19394,LAB0045,2022-12-20,2023-02-06,2023-09-20,274,226
19395,LAB0045,2023-08-01,2023-10-05,2023-12-18,139,74
19396,LAB0045,2024-08-05,2024-09-10,2025-05-21,289,253
19397,LAB0045,2025-02-19,2025-02-28,2025-05-13,83,74
19398,LAB0045,2025-07-03,2025-07-30,2025-10-20,109,82
19399,LAB0045,2025-07-11,2025-08-04,2025-12-01,143,119
19562,LAB0027,2020-06-04,2021-02-01,2021-03-26,295,53
19563,LAB0027,2020-10-05,2021-02-16,2022-09-07,702,568
19564,LAB0027,2021-06-30,2021-07-06,2021-07-17,17,11
19565,LAB0027,2022-06-25,2022-08-16,2023-05-02,311,259
19566,LAB0027,2023-07-30,2023-09-14,2024-02-23,208,162
19607,LAB0042,2020-01-13,2020-06-09,2020-10-29,290,142
19608,LAB0042,2021-09-29,2022-02-03,2022-04-29,212,85
19609,LAB0042,2023-03-19,2023-05-30,2023-12-31,287,215
20235,LAB0022,2021-02-11,2021-04-28,2022-01-29,352,276
20236,LAB0022,2022-02-25,2022-04-11,2022-10-31,248,203
20237,LAB0022,2023-03-24,2023-05-30,2023-12-07,258,191
20238,LAB0022,2025-06-11,2025-06-26,2025-11-19,161,146
21699,LAB0002,2020-01-29,2020-02-26,2021-02-18,386,358
21700,LAB0002,2023-09-10,2023-11-10,2024-05-31,264,203
21701,LAB0002,2023-09-10,2023-11-10,2024-02-20,163,102
21702,LAB0002,2023-12-14,2024-02-16,2024-11-13,335,271
21703,LAB0002,2024-01-17,2024-03-27,2024-10-04,261,191
21704,LAB0002,2024-01-17,2024-03-27,2024-10-24,281,211
21705,LAB0002,2024-01-17,2024-03-27,2025-05-28,497,427
21706,LAB0002,2024-03-25,2024-05-02,2024-12-21,271,233
21707,LAB0002,2024-03-25,2024-05-02,2024-11-13,233,195
21708,LAB0002,2024-03-25,2024-05-02,2025-05-28,429,391
21709,LAB0002,2024-10-25,2024-12-18,2025-08-30,309,255
21710,LAB0002,2025-02-26,2025-04-14,2025-12-29,306,259
21711,LAB0002,2025-02-26,2025-04-14,2025-10-27,243,196
21712,LAB0002,2025-02-26,2025-04-14,2025-12-20,297,250
21713,LAB0002,2025-04-14,2025-04-25,2025-10-28,197,186
21714,LAB0002,2025-07-08,2025-08-07,2026-05-05,301,271
21715,LAB0002,2025-07-08,2025-08-07,2026-05-12,308,278
21716,LAB0002,2025-07-08,2025-08-07,2026-02-12,219,189
23254,LAB0009,2019-12-17,2020-01-21,2020-09-15,273,238
23255,LAB0009,2020-02-13,2020-03-07,2022-07-21,889,866
23256,LAB0009,2022-07-04,2022-07-25,2022-12-23,172,151
23257,LAB0009,2022-11-24,2022-12-15,2024-03-14,476,455
23258,LAB0009,2023-01-16,2023-02-23,2023-06-29,164,126
23259,LAB0009,2023-02-09,2023-02-25,2024-04-16,432,416
23260,LAB0009,2023-04-13,2023-05-05,2023-12-20,251,229
23261,LAB0009,2023-05-25,2023-06-27,2024-06-29,401,368
23262,LAB0009,2023-08-17,2023-09-14,2024-04-06,233,205
23263,LAB0009,2023-10-05,2023-10-25,2024-09-26,357,337
23264,LAB0009,2023-11-17,2023-12-07,2024-10-11,329,309
23265,LAB0009,2023-12-14,2024-02-07,2024-10-13,304,249
23266,LAB0009,2024-06-27,2024-07-17,2024-12-09,165,145
23267,LAB0009,2024-07-11,2024-08-15,2025-03-15,247,212
23268,LAB0009,2024-10-07,2024-10-23,2025-04-27,202,186
23269,LAB0009,2024-12-13,2024-12-18,2025-10-31,322,317
23270,LAB0009,2025-02-04,2025-03-05,2026-04-21,441,412
23271,LAB0009,2025-02-13,2025-03-14,2025-10-20,249,220
23272,LAB0009,2025-05-28,2025-06-05,2025-11-18,174,166
23273,LAB0009,2025-08-25,2025-09-22,2026-04-29,247,219
23274,LAB0009,2025-11-12,2025-12-13,2026-04-22,161,130
25057,LAB0044,2020-03-23,2020-07-20,2021-07-24,488,369
25058,LAB0044,2022-03-15,2022-04-05,2023-01-20,311,290
25059,LAB0044,2024-04-10,2024-05-31,2025-03-04,328,277
26608,LAB0035,2022-03-21,2022-03-30,2023-04-11,386,377
26609,LAB0035,2024-05-21,2024-05-30,2025-01-03,227,218
26610,LAB0035,2024-09-23,2024-10-04,2025-05-05,224,213
26611,LAB0035,2024-09-23,2024-10-04,2025-06-12,262,251
26612,LAB0035,2024-12-11,2024-12-18,2025-10-22,315,308
26613,LAB0035,2025-07-02,2025-07-11,2025-12-29,180,171
27609,LAB0020,2020-01-20,2020-02-03,2020-03-23,63,49
27610,LAB0020,2020-02-13,2020-06-01,2020-06-23,131,22
27611,LAB0020,2020-02-14,2020-05-15,2021-08-31,564,473
27612,LAB0020,2020-02-14,2020-05-02,2022-02-08,725,647
27613,LAB0020,2020-02-22,2020-03-11,2020-05-14,82,64
27614,LAB0020,2020-03-08,2020-05-24,2020-06-24,108,31
27615,LAB0020,2020-04-28,2020-05-26,2020-06-23,56,28
27616,LAB0020,2020-04-30,2020-05-27,2020-06-24,55,28
27617,LAB0020,2020-04-30,2020-05-22,2021-03-26,330,308
27618,LAB0020,2021-02-10,2021-03-27,2023-04-24,803,758
27619,LAB0020,2021-11-26,2022-02-22,2022-11-17,356,268
27682,LAB0029,2020-02-13,2020-03-07,2021-10-02,597,574
27683,LAB0029,2020-02-13,2020-03-07,2022-07-21,889,866
27684,LAB0029,2020-07-02,2020-07-22,2021-12-16,532,512
27685,LAB0029,2024-06-07,2024-06-22,2024-11-20,166,151
27686,LAB0029,2024-07-11,2024-08-15,2025-03-15,247,212
27807,LAB0043,2020-02-09,2020-03-05,2020-08-24,197,172
27808,LAB0043,2020-02-09,2020-10-08,2021-07-29,536,294
27809,LAB0043,2021-02-09,2021-02-24,2022-12-07,666,651
29033,LAB0030,2020-02-09,2020-03-10,2022-03-08,758,728
29034,LAB0030,2021-02-10,2021-03-23,2022-12-22,680,639
29035,LAB0030,2021-06-04,2021-06-19,2022-08-20,442,427
29036,LAB0030,2022-02-02,2022-03-01,2023-04-10,432,405
29037,LAB0030,2022-05-17,2022-06-14,2023-03-04,291,263
29038,LAB0030,2022-12-23,2023-02-09,2024-05-07,501,453
29039,LAB0030,2023-01-09,2023-02-14,2024-04-16,463,427
29040,LAB0030,2023-02-11,2023-04-17,2023-10-19,250,185
29041,LAB0030,2023-04-13,2023-05-05,2023-12-20,251,229
29042,LAB0030,2024-07-10,2024-08-13,2025-04-24,288,254
29043,LAB0030,2025-09-22,2025-10-07,2026-03-18,177,162
29044,LAB0030,2025-11-12,2025-12-13,2026-04-22,161,130
29175,LAB0024,2019-12-19,2020-01-21,2020-09-15,271,238
29176,LAB0024,2020-10-08,2020-10-22,2021-08-18,314,300
29177,LAB0024,2023-10-05,2023-10-26,2024-07-04,273,252
29178,LAB0024,2024-05-21,2024-05-31,2024-11-07,170,160
29179,LAB0024,2024-10-18,2024-10-30,2025-07-05,260,248
29180,LAB0024,2025-01-27,2025-02-08,2026-03-19,416,404
29181,LAB0024,2025-05-14,2025-05-29,2026-03-19,309,294
29190,LAB0040,2019-12-19,2020-01-21,2020-09-15,271,238
29191,LAB0040,2025-01-27,2025-02-08,2026-03-19,416,404
29192,LAB0040,2025-05-28,2025-06-13,2025-12-03,189,173
29817,LAB0036,2020-02-05,2020-03-03,2022-04-21,806,779
29818,LAB0036,2022-04-01,2022-05-17,2022-11-08,221,175
29819,LAB0036,2022-04-08,2022-05-17,2022-11-03,209,170
29820,LAB0036,2022-08-05,2022-08-23,2023-03-04,211,193
29821,LAB0036,2022-09-13,2022-10-10,2023-05-31,260,233
29822,LAB0036,2024-01-16,2024-02-27,2024-06-28,164,122
29823,LAB0036,2024-03-23,2024-04-25,2024-08-28,158,125
29824,LAB0036,2024-05-06,2024-05-18,2024-11-20,198,186
29825,LAB0036,2024-09-25,2024-10-07,2025-05-03,220,208
29826,LAB0036,2024-11-11,2024-11-28,2025-04-06,146,129
29827,LAB0036,2025-02-13,2025-03-14,2025-10-18,247,218
29828,LAB0036,2025-11-12,2025-12-13,2026-04-22,161,130
29829,LAB0036,2025-11-13,2025-12-15,2026-04-07,145,113
30531,LAB0026,2020-02-13,2020-03-07,2022-07-21,889,866
30532,LAB0026,2022-01-18,2022-01-29,2023-06-15,513,502
30533,LAB0026,2022-04-28,2022-05-31,2023-01-19,266,233
30534,LAB0026,2022-05-17,2022-06-14,2022-12-23,220,192
30535,LAB0026,2022-08-19,2022-09-06,2023-04-10,234,216
30536,LAB0026,2022-11-28,2022-12-22,2024-01-17,415,391
30537,LAB0026,2023-04-13,2023-05-05,2023-12-20,251,229
30538,LAB0026,2023-05-09,2023-05-23,2024-01-18,254,240
30539,LAB0026,2023-10-05,2023-10-26,2024-06-29,268,247
30540,LAB0026,2023-12-14,2024-02-07,2024-10-13,304,249
30541,LAB0026,2024-04-22,2024-05-04,2024-10-18,179,167
30542,LAB0026,2024-10-02,2024-10-21,2025-04-23,203,184
30543,LAB0026,2024-12-13,2024-12-19,2026-04-23,496,490
30544,LAB0026,2025-04-07,2025-05-03,2025-12-12,249,223
30545,LAB0026,2025-07-28,2025-08-13,2026-02-10,197,181
30546,LAB0026,2025-08-25,2025-09-22,2026-04-29,247,219
30547,LAB0026,2025-10-09,2025-10-20,2026-04-21,194,183
30548,LAB0026,2025-11-12,2025-12-13,2026-04-22,161,130
30686,LAB0011,2020-02-13,2020-03-07,2021-10-02,597,574
30687,LAB0011,2020-07-02,2020-07-22,2021-12-16,532,512
30688,LAB0011,2021-02-10,2021-03-13,2022-11-03,631,600
30689,LAB0011,2021-10-08,2022-01-13,2023-03-04,512,415
30690,LAB0011,2022-02-14,2022-03-03,2023-03-13,392,375
30691,LAB0011,2022-03-21,2022-04-04,2023-05-27,432,418
30692,LAB0011,2022-04-07,2022-05-17,2023-11-21,593,553
30693,LAB0011,2022-04-30,2022-05-31,2022-11-09,193,162
30694,LAB0011,2022-05-23,2022-06-14,2022-12-29,220,198
30695,LAB0011,2022-08-15,2022-09-06,2023-03-05,202,180
30696,LAB0011,2022-08-19,2022-09-06,2023-04-10,234,216
30697,LAB0011,2023-01-16,2023-02-23,2023-09-07,234,196
30698,LAB0011,2023-03-07,2023-04-18,2024-07-09,490,448
30699,LAB0011,2023-05-09,2023-05-23,2024-07-09,427,413
30700,LAB0011,2023-05-25,2023-06-27,2024-09-26,490,457
30701,LAB0011,2023-09-20,2023-10-17,2024-11-20,427,400
30702,LAB0011,2024-08-29,2024-09-19,2025-07-08,313,292
30703,LAB0011,2024-10-18,2024-10-30,2025-07-05,260,248
30704,LAB0011,2025-01-11,2025-01-29,2026-02-05,390,372
30705,LAB0011,2025-08-28,2025-09-23,2026-03-04,188,162
30706,LAB0011,2025-11-14,2025-12-15,2026-04-10,147,116
32757,LAB0019,2020-02-11,2020-03-24,2022-03-22,770,728
32758,LAB0019,2021-02-10,2021-03-22,2022-04-18,432,392
