item_no,po_no,order_date,qty_ordered,qty_received,has_rcpt,open_qty,days_since_order,is_stale
MNT0001,MNT-PO-023030,2020-10-01,1819.03,1819,True,0.0299999999999727,2091,True
MNT0001,MNT-PO-024265,2022-10-21,460000.0,460000,True,0.0,1341,False
MNT0001,MNT-SPO-067614,2016-02-10,2000.0,2000,True,0.0,3786,False
MNT0001,MNT-SPO-071105,2016-09-15,34400.0,34400,True,0.0,3568,False
MNT0001,MNT-SPO-083887,2018-09-03,43000.0,43000,True,0.0,2850,False
MNT0001,MNT-SPO-088112,2019-07-15,32000.0,32000,True,0.0,2535,False
MNT0001,MNT-SPO-089683,2019-12-05,23000.0,23000,True,0.0,2392,False
MNT0001,MNT-SPO-098347,2022-10-20,30000.0,30000,True,0.0,1342,False
MNT0001,MNT-SPO-098560,2022-11-17,30000.0,30000,True,0.0,1314,False
MNT0001,MNT-PO-005787,2010-01-06,90000.0,90000,True,0.0,6012,False
MNT0001,MNT-PO-006327,2010-05-12,92000.0,91019,True,981.0,5886,True
MNT0001,MNT-PO-007108,2010-10-04,72000.0,72000,True,0.0,5741,False
MNT0001,MNT-PO-007482,2010-12-23,115000.0,112688,True,2312.0,5661,True
MNT0001,MNT-PO-008205,2011-05-11,161000.0,158955,True,2045.0,5522,True
MNT0001,MNT-PO-009050,2011-09-21,161000.0,161000,True,0.0,5389,False
MNT0001,MNT-PO-010180,2012-03-27,184000.0,182071,True,1929.0,5201,True
MNT0001,MNT-PO-011668,2013-01-25,92000.0,89783,True,2217.0,4897,True
MNT0001,MNT-PO-012244,2013-05-31,69000.0,68265,True,735.0,4771,True
MNT0001,MNT-PO-013105,2014-01-22,46000.0,45632,True,368.0,4535,True
MNT0001,MNT-PO-013431,2014-03-12,92000.0,90512,True,1488.0,4486,True
MNT0001,MNT-PO-013753,2014-06-20,92000.0,90830,True,1170.0,4386,True
MNT0001,MNT-PO-014294,2014-11-19,115000.0,113440,True,1560.0,4234,True
MNT0001,MNT-PO-015015,2015-05-15,92000.0,91877,True,123.0,4057,True
MNT0001,MNT-PO-015585,2015-09-14,92000.0,91428,True,572.0,3935,True
MNT0001,MNT-PO-016112,2016-02-27,180000.0,162360,True,17640.0,3769,True
MNT0001,MNT-PO-016831,2016-08-25,184000.0,184000,True,0.0,3589,False
MNT0001,MNT-SPO-072716,2016-12-14,36000.0,21000,True,15000.0,3478,True
MNT0001,MNT-PO-017560,2017-02-14,230000.0,230000,True,0.0,3416,False
MNT0001,MNT-SPO-075635,2017-06-21,46000.0,46000,True,0.0,3289,False
MNT0001,MNT-SPO-076009,2017-07-12,144000.0,139056,True,4944.0,3268,True
MNT0001,MNT-PO-019117,2017-12-12,230000.0,230000,True,0.0,3115,False
MNT0001,MNT-PO-019917,2018-04-30,230000.0,230000,True,0.0,2976,False
MNT0001,MNT-PO-021261,2018-12-03,230000.0,230000,True,0.0,2759,False
MNT0001,MNT-SPO-085882,2019-01-10,16000.0,16000,True,0.0,2721,False
MNT0001,MNT-SPO-085938,2019-01-15,32000.0,29600,True,2400.0,2716,True
MNT0001,MNT-SPO-088135,2019-07-16,25000.0,25000,True,0.0,2534,False
MNT0001,MNT-SPO-088494,2019-08-16,60000.0,60000,True,0.0,2503,False
MNT0001,MNT-PO-022503,2020-01-20,22497.0,22497,True,0.0,2346,False
MNT0001,MNT-PO-022813,2020-06-26,450000.0,450000,True,0.0,2188,False
MNT0001,MNT-PO-023203,2021-02-09,182000.0,182000,True,0.0,1960,False
MNT0001,MNT-PO-023431,2021-05-27,821848.0,821000,True,848.0,1853,True
MNT0001,MNT-PO-024443,2023-02-14,230000.0,229415,True,585.0,1225,True
MNT0001,MNT-PO-024534,2023-03-08,460000.0,459453,True,547.0,1203,True
MNT0001,MNT-PO-024680,2023-05-22,345000.0,344295,True,705.0,1128,True
MNT0001,MNT-PO-025106,2023-12-22,460000.0,459188,True,812.0,914,True
MNT0001,MNT-PO-025326,2024-05-14,690000.0,685705,True,4295.0,770,True
MNT0001,MNT-PO-025879,2025-01-02,506000.0,496629,True,9371.0,537,True
MNT0001,MNT-PO-026167,2025-04-30,230000.0,226767,True,3233.0,419,True
MNT0001,MNT-PO-026344,2025-07-23,621000.0,611448,True,9552.0,335,False
MNT0001,MNT-PO-026745,2026-03-26,345000.0,90729,True,254271.0,89,False
MNT0021,MNT-SPO-038606,2011-08-09,800.0,800,True,0.0,5432,False
MNT0021,MNT-SPO-039458,2011-09-09,1200.0,1200,True,0.0,5401,False
MNT0021,MNT-SPO-042424,2012-01-13,1200.0,1200,True,0.0,5275,False
MNT0021,MNT-SPO-056888,2013-10-24,8000.0,8000,True,0.0,4625,False
MNT0021,MNT-SPO-074250,2017-03-25,3000.0,3000,True,0.0,3377,False
MNT0021,MNT-SPO-077163,2017-09-08,3000.0,3000,True,0.0,3210,False
MNT0021,MNT-SPO-080581,2018-03-20,20.0,20,True,0.0,3017,False
MNT0021,MNT-SPO-080906,2018-04-04,3000.0,3000,True,0.0,3002,False
MNT0021,MNT-SPO-082511,2018-06-29,8000.0,8000,True,0.0,2916,False
MNT0021,MNT-SPO-088894,2019-09-24,3000.0,3000,True,0.0,2464,False
MNT0021,MNT-SPO-094297,2021-06-14,4000.0,4000,True,0.0,1835,False
MNT0021,MNT-SPO-094816,2021-08-13,800.0,800,True,0.0,1775,False
MNT0021,MNT-SPO-095563,2021-11-09,4000.0,4000,True,0.0,1687,False
MNT0021,MNT-SPO-097759,2022-08-09,4000.0,4000,True,0.0,1414,False
MNT0021,MNT-SPO-099107,2023-02-07,4000.0,4000,True,0.0,1232,False
MNT0021,MNT-SPO-100191,2023-06-27,3000.0,3000,True,0.0,1092,False
MNT0021,MNT-SPO-101507,2023-12-20,3000.0,3000,True,0.0,916,False
MNT0021,MNT-SPO-102527,2024-05-10,3000.0,3000,True,0.0,774,False
MNT0021,MNT-SPO-103584,2024-08-21,3000.0,3000,True,0.0,671,False
MNT0021,MNT-SPO-104865,2025-01-23,8000.0,8000,True,0.0,516,False
MNT0021,MNT-SPO-105980,2025-05-28,6000.0,6000,True,0.0,391,False
MNT0021,MNT-SPO-049598,2012-10-10,4000.0,4000,True,0.0,5004,False
MNT0021,MNT-SPO-073431,2017-02-10,3000.0,3000,True,0.0,3420,False
MNT0021,MNT-SPO-075741,2017-06-27,3000.0,3000,True,0.0,3283,False
MNT0021,MNT-SPO-093124,2021-02-04,4000.0,4000,True,0.0,1965,False
MNT0021,MNT-SPO-108094,2026-05-25,10000.0,0,True,10000.0,29,False
MNT0025,MNT-PO-012207,2013-05-21,3.0,3,True,0.0,4781,False
MNT0025,MNT-PO-014385,2014-12-08,8.0,8,True,0.0,4215,False
MNT0025,MNT-PO-014386,2014-12-08,8.0,8,True,0.0,4215,False
MNT0025,MNT-PO-015508,2015-08-27,5.0,5,True,0.0,3953,False
MNT0025,MNT-PO-017800,2017-03-23,6.0,6,True,0.0,3379,False
MNT0025,MNT-PO-018168,2017-06-09,8.0,8,True,0.0,3301,False
MNT0025,MNT-PO-018420,2017-07-31,10.0,10,True,0.0,3249,False
MNT0025,MNT-PO-018703,2017-09-23,15.0,15,True,0.0,3195,False
MNT0025,MNT-PO-020347,2018-07-07,8.0,8,True,0.0,2908,False
MNT0025,MNT-PO-020642,2018-08-22,13.0,13,True,0.0,2862,False
MNT0025,MNT-PO-021492,2019-02-11,25.0,25,True,0.0,2689,False
MNT0025,MNT-PO-023393,2021-05-10,4.0,4,True,0.0,1870,False
MNT0025,MNT-PO-023415,2021-05-18,10.0,10,True,0.0,1862,False
MNT0025,MNT-PO-023484,2021-06-29,22.0,22,True,0.0,1820,False
MNT0025,MNT-PO-023824,2022-02-07,72.0,72,True,0.0,1597,False
MNT0025,MNT-PO-024702,2023-05-31,15.0,15,True,0.0,1119,False
MNT0025,MNT-PO-025922,2025-01-28,15.0,15,True,0.0,511,False
MNT0025,MNT-PO-026029,2025-03-13,24.0,24,True,0.0,467,False
MNT0025,MNT-SPO-055416,2013-07-09,10.0,10,True,0.0,4732,False
MNT0025,MNT-SPO-062185,2015-01-28,5.0,5,True,0.0,4164,False
MNT0025,MNT-SPO-062989,2015-07-06,5.0,5,True,0.0,4005,False
MNT0025,MNT-SPO-063183,2015-07-02,10.0,10,True,0.0,4009,False
MNT0025,MNT-SPO-066201,2015-10-22,10.0,10,True,0.0,3897,False
MNT0025,MNT-SPO-069656,2016-06-20,12.0,12,True,0.0,3655,False
MNT0025,MNT-SPO-072890,2017-01-03,10.0,10,True,0.0,3458,False
MNT0025,MNT-SPO-074560,2017-04-18,15.0,15,True,0.0,3353,False
MNT0025,MNT-SPO-078423,2017-11-10,15.0,15,True,0.0,3147,False
MNT0025,MNT-SPO-090718,2020-05-07,10.0,10,True,0.0,2238,False
MNT0025,MNT-SPO-090892,2020-05-29,10.0,10,True,0.0,2216,False
MNT0025,MNT-SPO-091478,2020-07-23,20.0,20,True,0.0,2161,False
MNT0025,MNT-SPO-092761,2020-12-21,10.0,10,True,0.0,2010,False
MNT0025,MNT-SPO-097865,2022-08-18,15.0,15,True,0.0,1405,False
MNT0025,MNT-SPO-105044,2025-02-13,5.0,5,True,0.0,495,False
MNT0025,MNT-SPO-105246,2025-03-10,30.0,30,True,0.0,470,False
MNT0013,MNT-SPO-066765,2015-12-07,100.0,100,True,0.0,3851,False
MNT0013,MNT-SPO-067108,2016-01-12,200.0,200,True,0.0,3815,False
MNT0013,MNT-SPO-072099,2016-11-04,500.0,500,True,0.0,3518,False
MNT0013,MNT-SPO-075810,2017-06-30,250.0,250,True,0.0,3280,False
MNT0013,MNT-SPO-078578,2017-11-22,80.0,80,True,0.0,3135,False
MNT0013,MNT-SPO-079293,2018-01-12,80.0,80,True,0.0,3084,False
MNT0013,MNT-SPO-081213,2018-04-19,310.0,310,True,0.0,2987,False
MNT0013,MNT-SPO-081654,2018-05-10,310.0,310,True,0.0,2966,False
MNT0013,MNT-SPO-083327,2018-08-03,310.0,310,True,0.0,2881,False
MNT0013,MNT-SPO-087555,2019-05-29,310.0,310,True,0.0,2582,False
MNT0013,MNT-SPO-093277,2021-02-23,720.0,720,True,0.0,1946,False
MNT0013,MNT-SPO-096294,2022-02-03,100.0,100,True,0.0,1601,False
MNT0013,MNT-SPO-097023,2022-05-16,300.0,300,True,0.0,1499,False
MNT0013,MNT-SPO-097537,2022-07-14,156.0,156,True,0.0,1440,False
MNT0013,MNT-SPO-098177,2022-09-30,600.0,600,True,0.0,1362,False
MNT0013,MNT-SPO-099285,2023-02-27,700.0,700,True,0.0,1212,False
MNT0013,MNT-SPO-100907,2023-09-22,1000.0,1000,True,0.0,1005,False
MNT0013,MNT-SPO-102498,2024-05-08,1200.0,1200,True,0.0,776,False
MNT0013,MNT-SPO-103935,2024-10-17,1200.0,1200,True,0.0,614,False
MNT0013,MNT-SPO-107128,2025-10-23,700.0,700,True,0.0,243,False
MNT0013,MNT-SPO-107545,2026-02-09,500.0,500,True,0.0,134,False
MNT0013,MNT-SPO-108016,2026-05-11,820.0,820,True,0.0,43,False
MNT0013,MNT-SPO-072318,2016-11-17,250.0,250,True,0.0,3505,False
MNT0013,MNT-SPO-089471,2019-11-15,200.0,200,True,0.0,2412,False
MNT0013,MNT-SPO-090856,2020-05-26,600.0,600,True,0.0,2219,False
MNT0013,MNT-SPO-105574,2025-04-07,1200.0,1200,True,0.0,442,False
MNT0026,MNT-SPO-089744,2019-12-11,50.0,50,True,0.0,2386,False
MNT0026,MNT-SPO-090405,2020-03-02,550.0,550,True,0.0,2304,False
MNT0026,MNT-SPO-090792,2020-05-19,50.0,50,True,0.0,2226,False
MNT0026,MNT-SPO-097259,2022-06-09,1023.0,1023,True,0.0,1475,False
MNT0026,MNT-SPO-100678,2023-08-22,880.0,880,True,0.0,1036,False
MNT0026,MNT-SPO-102456,2024-05-06,30.0,30,True,0.0,778,False
MNT0026,MNT-SPO-103509,2024-08-14,300.0,300,True,0.0,678,False
MNT0026,MNT-SPO-105296,2025-03-13,200.0,200,True,0.0,467,False
MNT0026,MNT-SPO-105492,2025-03-28,1010.0,1010,True,0.0,452,False
MNT0026,MNT-SPO-107705,2026-03-10,320.0,320,True,0.0,105,False
MNT0026,MNT-SPO-088107,2019-07-15,100.0,100,True,0.0,2535,False
MNT0008,MNT-PO-012975,2013-12-17,30.0,30,True,0.0,4571,False
MNT0008,MNT-PO-023046,2020-10-21,30.0,30,True,0.0,2071,False
MNT0008,MNT-PO-023632,2021-09-23,80.0,80,True,0.0,1734,False
MNT0008,MNT-PO-023908,2022-04-11,15.0,15,True,0.0,1534,False
MNT0008,MNT-PO-024545,2023-03-14,30.0,30,True,0.0,1197,False
MNT0008,MNT-PO-025048,2023-12-04,30.0,30,True,0.0,932,False
MNT0008,MNT-PO-025590,2024-09-03,33.0,33,True,0.0,658,False
MNT0008,MNT-PO-025966,2025-02-17,60.0,60,True,0.0,491,False
MNT0008,MNT-PO-026246,2025-05-30,60.0,60,True,0.0,389,False
MNT0008,MNT-PO-013269,2014-02-06,30.0,30,True,0.0,4520,False
MNT0008,MNT-PO-013786,2014-06-25,20.0,20,True,0.0,4381,False
MNT0008,MNT-PO-016241,2016-03-19,30.0,30,True,0.0,3748,False
MNT0008,MNT-PO-019300,2018-01-25,20.0,20,True,0.0,3071,False
MNT0008,MNT-PO-020712,2018-09-01,20.0,20,True,0.0,2852,False
MNT0008,MNT-PO-021122,2018-11-05,10.0,10,True,0.0,2787,False
MNT0008,MNT-PO-022377,2019-11-09,24.0,24,True,0.0,2418,False
MNT0008,MNT-PO-022581,2020-02-29,60.0,60,True,0.0,2306,False
MNT0008,MNT-PO-023909,2022-04-11,25.0,25,True,0.0,1534,False
MNT0008,MNT-PO-026520,2025-11-17,80.0,80,True,0.0,218,False
MNT0006,MNT-PO-012975,2013-12-17,30.0,30,True,0.0,4571,False
MNT0006,MNT-PO-023046,2020-10-21,30.0,30,True,0.0,2071,False
MNT0006,MNT-PO-023632,2021-09-23,80.0,80,True,0.0,1734,False
MNT0006,MNT-PO-023908,2022-04-11,15.0,15,True,0.0,1534,False
MNT0006,MNT-PO-024545,2023-03-14,30.0,30,True,0.0,1197,False
MNT0006,MNT-PO-025048,2023-12-04,30.0,30,True,0.0,932,False
MNT0006,MNT-PO-025590,2024-09-03,33.0,33,True,0.0,658,False
MNT0006,MNT-PO-025966,2025-02-17,60.0,60,True,0.0,491,False
MNT0006,MNT-PO-026246,2025-05-30,60.0,60,True,0.0,389,False
MNT0006,MNT-PO-013269,2014-02-06,30.0,30,True,0.0,4520,False
MNT0006,MNT-PO-013786,2014-06-25,20.0,20,True,0.0,4381,False
MNT0006,MNT-PO-016241,2016-03-19,30.0,30,True,0.0,3748,False
MNT0006,MNT-PO-019300,2018-01-25,20.0,20,True,0.0,3071,False
MNT0006,MNT-PO-020712,2018-09-01,20.0,20,True,0.0,2852,False
MNT0006,MNT-PO-021122,2018-11-05,10.0,10,True,0.0,2787,False
MNT0006,MNT-PO-022377,2019-11-09,24.0,24,True,0.0,2418,False
MNT0006,MNT-PO-022581,2020-02-29,60.0,60,True,0.0,2306,False
MNT0006,MNT-PO-023909,2022-04-11,25.0,25,True,0.0,1534,False
MNT0006,MNT-PO-026520,2025-11-17,80.0,80,True,0.0,218,False
MNT0028,MNT-SPO-024938,2009-10-15,120.0,120,True,0.0,6095,False
MNT0028,MNT-SPO-028060,2010-04-21,240.0,240,True,0.0,5907,False
MNT0028,MNT-SPO-032461,2010-12-06,150.0,150,True,0.0,5678,False
MNT0028,MNT-SPO-035455,2011-04-28,250.0,250,True,0.0,5535,False
MNT0028,MNT-SPO-051924,2013-01-19,240.0,240,True,0.0,4903,False
MNT0028,MNT-SPO-054783,2013-05-23,200.0,200,True,0.0,4779,False
MNT0028,MNT-SPO-057349,2013-12-05,50.0,50,True,0.0,4583,False
MNT0028,MNT-SPO-059189,2014-05-12,240.0,240,True,0.0,4425,False
MNT0028,MNT-SPO-061777,2014-12-09,240.0,240,True,0.0,4214,False
MNT0028,MNT-SPO-071472,2016-09-30,20.0,20,True,0.0,3553,False
MNT0028,MNT-SPO-072608,2016-12-07,150.0,150,True,0.0,3485,False
MNT0028,MNT-SPO-077014,2017-08-31,140.0,140,True,0.0,3218,False
MNT0028,MNT-SPO-079291,2018-01-12,80.0,80,True,0.0,3084,False
MNT0028,MNT-SPO-085052,2018-11-08,80.0,80,True,0.0,2784,False
MNT0028,MNT-SPO-087352,2019-05-07,100.0,100,True,0.0,2604,False
MNT0028,MNT-SPO-088100,2019-07-13,50.0,50,True,0.0,2537,False
MNT0028,MNT-SPO-088173,2019-07-19,100.0,100,True,0.0,2531,False
MNT0028,MNT-SPO-089020,2019-10-07,50.0,50,True,0.0,2451,False
MNT0028,MNT-SPO-096574,2022-03-11,250.0,250,True,0.0,1565,False
MNT0028,MNT-SPO-098538,2022-11-15,400.0,400,True,0.0,1316,False
MNT0028,MNT-SPO-099282,2023-02-27,350.0,350,True,0.0,1212,False
MNT0028,MNT-SPO-100261,2023-07-04,700.0,700,True,0.0,1085,False
MNT0028,MNT-SPO-103292,2024-07-16,500.0,500,True,0.0,707,False
MNT0028,MNT-SPO-105329,2025-03-14,500.0,500,True,0.0,466,False
MNT0028,MNT-SPO-106869,2025-09-15,500.0,500,True,0.0,281,False
MNT0028,MNT-SPO-007108,2006-07-04,20.0,20,True,0.0,7294,False
MNT0028,MNT-SPO-009606,2006-12-15,20.0,20,True,0.0,7130,False
MNT0028,MNT-SPO-015366,2008-01-22,40.0,40,True,0.0,6727,False
MNT0028,MNT-SPO-016450,2008-03-26,100.0,100,True,0.0,6663,False
MNT0028,MNT-SPO-052832,2013-02-20,250.0,250,True,0.0,4871,False
MNT0028,MNT-SPO-073712,2017-02-28,150.0,0,True,150.0,3402,True
MNT0028,MNT-SPO-075808,2017-06-30,150.0,150,True,0.0,3280,False
MNT0028,MNT-SPO-089981,2020-01-22,300.0,300,True,0.0,2344,False
MNT0028,MNT-SPO-090856,2020-05-26,300.0,300,True,0.0,2219,False
MNT0028,MNT-SPO-093283,2021-02-23,600.0,600,True,0.0,1946,False
MNT0027,MNT-SPO-033993,2011-02-21,1.0,1,True,0.0,5601,False
